user_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method
U124523,17,Female,Japan,Asia,Basic,8.99,2022-08-31,2026-02-07,Card
U124524,17,Female,Nigeria,Africa,Premium,17.99,2023-02-25,2026-02-07,Wallet
U124525,60,Male,France,Europe,Basic,8.99,2023-11-02,2026-02-07,Wallet
U124526,21,Male,Nigeria,Africa,Basic,8.99,2023-08-11,2026-02-07,Wallet
U124527,21,Female,India,Asia,Standard,13.99,2023-07-25,2026-02-07,Bank Transfer
U124528,40,Female,Brazil,South America,Standard,13.99,2022-07-24,2026-02-07,Bank Transfer
U124529,60,Female,Nigeria,Africa,Basic,8.99,2022-08-24,2026-02-07,Wallet
U124530,17,Male,France,Europe,Standard,13.99,2024-05-31,2026-02-07,Card
U124531,30,Female,USA,North America,Basic,8.99,2022-06-16,2026-02-07,Bank Transfer
U124532,60,Female,Canada,North America,Standard,13.99,2022-03-11,2026-02-07,Card
U124533,50,Male,Nigeria,Africa,Standard,13.99,2023-10-29,2026-02-07,Bank Transfer
U124534,50,Male,Canada,North America,Premium,17.99,2022-01-05,2026-02-07,Card
U124535,40,Female,Brazil,South America,Premium,17.99,2022-11-10,2026-02-07,Wallet
U124536,21,Female,Canada,North America,Standard,13.99,2023-01-06,2026-02-07,Bank Transfer
U124537,60,Male,Canada,North America,Standard,13.99,2023-02-03,2026-02-07,Wallet
U124538,60,Female,Germany,Europe,Basic,8.99,2023-08-05,2026-02-07,Wallet
U124539,50,Female,Japan,Asia,Basic,8.99,2024-03-16,2026-02-07,Card
U124540,40,Male,USA,North America,Basic,8.99,2023-11-08,2026-02-07,Card
U124541,40,Female,Brazil,South America,Premium,17.99,2023-10-10,2026-02-07,Card
U124542,50,Male,USA,North America,Premium,17.99,2022-08-15,2026-02-07,Bank Transfer
U124543,60,Male,Nigeria,Africa,Standard,13.99,2023-02-07,2026-02-07,Bank Transfer
U124544,50,Female,Canada,North America,Standard,13.99,2023-09-01,2026-02-07,Wallet
U124545,40,Male,Japan,Asia,Standard,13.99,2022-11-17,2023-11-11 00:00:00,Card
U124546,60,Female,France,Europe,Basic,8.99,2023-10-01,2026-02-07,Card
U124547,60,Female,Germany,Europe,Basic,8.99,2022-07-15,2022-10-12 00:00:00,Card
U124548,60,Female,Germany,Europe,Standard,13.99,2022-04-18,2022-08-13 00:00:00,Wallet
U124549,17,Male,USA,North America,Basic,8.99,2022-02-27,2023-04-26 00:00:00,Bank Transfer
U124550,17,Male,France,Europe,Standard,13.99,2023-05-07,2026-02-07,Wallet
U124551,30,Male,Canada,North America,Premium,17.99,2022-05-13,2026-02-07,Card
U124552,60,Female,Canada,North America,Basic,8.99,2024-01-20,2026-02-07,Bank Transfer
U124553,60,Female,Canada,North America,Basic,8.99,2023-12-04,2026-02-07,Bank Transfer
U124554,50,Male,India,Asia,Premium,17.99,2023-05-27,2026-02-07,Card
U124555,60,Female,South Africa,Africa,Basic,8.99,2022-10-31,2026-02-07,Bank Transfer
U124556,17,Female,Japan,Asia,Basic,8.99,2022-03-08,2022-11-29 00:00:00,Card
U124557,50,Female,Germany,Europe,Basic,8.99,2022-01-08,2026-02-07,Bank Transfer
U124558,30,Female,Canada,North America,Standard,13.99,2023-11-13,2026-02-07,Bank Transfer
U124559,40,Male,India,Asia,Standard,13.99,2022-02-28,2026-02-07,Bank Transfer
U124560,21,Male,Nigeria,Africa,Standard,13.99,2022-11-03,2026-02-07,Bank Transfer
U124561,50,Male,France,Europe,Basic,8.99,2023-04-09,2026-02-07,Card
U124562,60,Male,France,Europe,Basic,8.99,2023-05-01,2026-02-07,Card
U124563,60,Female,UK,Europe,Basic,8.99,2022-10-16,2026-02-07,Bank Transfer
U124564,40,Male,Germany,Europe,Basic,8.99,2022-01-05,2026-02-07,Bank Transfer
U124565,17,Female,India,Asia,Premium,17.99,2023-03-17,2026-02-07,Bank Transfer
U124566,30,Male,Nigeria,Africa,Standard,13.99,2022-02-23,2026-02-07,Wallet
U124567,40,Male,UK,Europe,Premium,17.99,2023-11-27,2026-02-07,Bank Transfer
U124568,21,Male,USA,North America,Basic,8.99,2022-04-02,2026-02-07,Bank Transfer
U124569,17,Female,Japan,Asia,Basic,8.99,2023-05-20,2026-02-07,Card
U124570,30,Male,USA,North America,Basic,8.99,2022-02-18,2026-02-07,Bank Transfer
U124571,60,Male,Brazil,South America,Standard,13.99,2023-03-04,2024-01-27 00:00:00,Wallet
U124572,30,Female,India,Asia,Premium,17.99,2024-03-03,2026-02-07,Card
U124573,21,Female,UK,Europe,Premium,17.99,2023-02-18,2026-02-07,Card
U124574,17,Female,France,Europe,Premium,17.99,2022-05-03,2026-02-07,Card
U124575,30,Male,South Africa,Africa,Basic,8.99,2024-01-01,2025-06-22 00:00:00,Bank Transfer
U124576,60,Male,Canada,North America,Standard,13.99,2023-03-13,2024-06-20 00:00:00,Bank Transfer
U124577,40,Female,Canada,North America,Basic,8.99,2023-04-05,2026-02-07,Bank Transfer
U124578,50,Female,Canada,North America,Standard,13.99,2022-06-29,2026-02-07,Wallet
U124579,17,Female,South Africa,Africa,Basic,8.99,2023-09-25,2026-02-07,Wallet
U124580,30,Female,Germany,Europe,Standard,13.99,2023-07-14,2026-02-07,Wallet
U124581,60,Male,Canada,North America,Standard,13.99,2022-02-17,2022-12-13 00:00:00,Bank Transfer
U124582,60,Male,Japan,Asia,Standard,13.99,2023-02-04,2026-02-07,Bank Transfer
U124583,30,Female,Germany,Europe,Basic,8.99,2024-01-12,2026-02-07,Wallet
U124584,30,Male,South Africa,Africa,Basic,8.99,2022-10-20,2023-11-17 00:00:00,Card
U124585,40,Male,Germany,Europe,Standard,13.99,2023-03-31,2026-02-07,Card
U124586,40,Female,France,Europe,Premium,17.99,2024-02-27,2026-02-07,Card
U124587,50,Female,Germany,Europe,Basic,8.99,2022-05-15,2022-07-27 00:00:00,Bank Transfer
U124588,50,Female,Canada,North America,Basic,8.99,2022-01-20,2026-02-07,Wallet
U124589,21,Female,India,Asia,Basic,8.99,2023-11-02,2024-06-07 00:00:00,Bank Transfer
U124590,21,Male,India,Asia,Standard,13.99,2023-06-06,2026-02-07,Wallet
U124591,17,Male,UK,Europe,Basic,8.99,2022-01-29,2022-04-19 00:00:00,Bank Transfer
U124592,17,Male,USA,North America,Basic,8.99,2023-09-29,2026-02-07,Wallet
U124593,40,Male,UK,Europe,Premium,17.99,2022-12-18,2024-01-17 00:00:00,Card
U124594,30,Female,UK,Europe,Premium,17.99,2023-09-02,2026-02-07,Card
U124595,40,Male,Nigeria,Africa,Premium,17.99,2023-05-29,2026-02-07,Wallet
U124596,40,Female,USA,North America,Standard,13.99,2022-01-01,2026-02-07,Wallet
U124597,21,Male,USA,North America,Basic,8.99,2023-01-04,2026-02-07,Bank Transfer
U124598,17,Male,Canada,North America,Basic,8.99,2024-04-20,2026-02-07,Bank Transfer
U124599,17,Female,Canada,North America,Basic,8.99,2022-05-11,2023-04-30 00:00:00,Card
U124600,21,Male,Nigeria,Africa,Basic,8.99,2022-09-03,2026-02-07,Card
U124601,21,Male,Japan,Asia,Premium,17.99,2023-08-25,2026-02-07,Wallet
U124602,17,Female,Brazil,South America,Basic,8.99,2022-06-06,2026-02-07,Bank Transfer
U124603,50,Male,South Africa,Africa,Premium,17.99,2022-08-31,2026-02-07,Wallet
U124604,60,Female,India,Asia,Premium,17.99,2023-06-06,2026-02-07,Card
U124605,21,Male,Brazil,South America,Standard,13.99,2024-02-24,2026-02-07,Wallet
U124606,40,Female,USA,North America,Standard,13.99,2022-08-01,2026-02-07,Bank Transfer
U124607,30,Male,USA,North America,Standard,13.99,2022-09-01,2026-02-07,Card
U124608,50,Male,USA,North America,Standard,13.99,2023-09-15,2026-02-07,Bank Transfer
U124609,30,Male,France,Europe,Basic,8.99,2023-10-17,2026-02-07,Card
U124610,30,Female,Canada,North America,Basic,8.99,2023-02-20,2023-12-12 00:00:00,Card
U124611,30,Female,South Africa,Africa,Standard,13.99,2022-10-10,2026-02-07,Wallet
U124612,30,Male,India,Asia,Standard,13.99,2024-04-13,2026-02-07,Wallet
U124613,17,Male,USA,North America,Basic,8.99,2022-11-29,2026-02-07,Card
U124614,21,Male,Brazil,South America,Standard,13.99,2023-07-29,2026-02-07,Card
U124615,60,Male,France,Europe,Basic,8.99,2022-08-13,2026-02-07,Wallet
U124616,40,Female,India,Asia,Standard,13.99,2023-11-20,2026-02-07,Wallet
U124617,17,Female,India,Asia,Standard,13.99,2024-02-04,2026-02-07,Card
U124618,60,Female,Brazil,South America,Standard,13.99,2024-02-04,2026-02-07,Wallet
U124619,40,Male,Nigeria,Africa,Basic,8.99,2022-03-11,2026-02-07,Bank Transfer
U124620,30,Male,UK,Europe,Standard,13.99,2022-09-19,2026-02-07,Bank Transfer
U124621,30,Female,Brazil,South America,Basic,8.99,2023-01-11,2026-02-07,Card
U124622,60,Male,UK,Europe,Basic,8.99,2022-04-27,2026-02-07,Wallet
U124623,40,Female,Nigeria,Africa,Standard,13.99,2024-01-09,2026-02-07,Card
U124624,50,Female,India,Asia,Basic,8.99,2022-02-14,2023-09-28 00:00:00,Card
U124625,50,Male,South Africa,Africa,Standard,13.99,2023-06-13,2026-02-07,Wallet
U124626,60,Male,Germany,Europe,Basic,8.99,2023-10-07,2024-07-09 00:00:00,Bank Transfer
U124627,30,Female,India,Asia,Basic,8.99,2024-01-24,2024-05-13 00:00:00,Card
U124628,17,Male,Germany,Europe,Basic,8.99,2024-04-29,2024-08-19 00:00:00,Card
U124629,50,Male,Canada,North America,Basic,8.99,2023-03-20,2026-02-07,Wallet
U124630,30,Male,Germany,Europe,Premium,17.99,2023-10-21,2026-02-07,Bank Transfer
U124631,40,Female,USA,North America,Premium,17.99,2022-08-14,2026-02-07,Bank Transfer
U124632,40,Male,Germany,Europe,Basic,8.99,2022-05-24,2023-01-03 00:00:00,Bank Transfer
U124633,17,Female,USA,North America,Standard,13.99,2024-05-19,2026-02-07,Bank Transfer
U124634,21,Female,France,Europe,Standard,13.99,2022-01-31,2026-02-07,Wallet
U124635,50,Male,India,Asia,Standard,13.99,2024-01-28,2026-02-07,Wallet
U124636,60,Female,UK,Europe,Basic,8.99,2022-05-06,2023-04-19 00:00:00,Wallet
U124637,21,Female,Canada,North America,Basic,8.99,2023-08-08,2026-02-07,Wallet
U124638,50,Male,USA,North America,Basic,8.99,2023-01-27,2026-02-07,Card
U124639,60,Female,France,Europe,Basic,8.99,2023-02-21,2026-02-07,Card
U124640,60,Female,USA,North America,Basic,8.99,2024-01-30,2026-02-07,Card
U124641,50,Female,South Africa,Africa,Premium,17.99,2023-06-21,2026-02-07,Bank Transfer
U124642,60,Female,France,Europe,Premium,17.99,2022-12-30,2026-02-07,Card
U124643,50,Male,UK,Europe,Basic,8.99,2022-11-10,2026-02-07,Bank Transfer
U124644,21,Female,France,Europe,Standard,13.99,2023-09-15,2026-02-07,Wallet
U124645,60,Female,India,Asia,Standard,13.99,2023-02-13,2026-02-07,Card
U124646,40,Male,Canada,North America,Standard,13.99,2022-09-21,2026-02-07,Bank Transfer
U124647,30,Female,India,Asia,Premium,17.99,2022-12-18,2026-02-07,Card
U124648,21,Female,UK,Europe,Premium,17.99,2022-04-22,2026-02-07,Wallet
U124649,60,Male,South Africa,Africa,Basic,8.99,2023-04-02,2026-02-07,Bank Transfer
U124650,50,Male,France,Europe,Standard,13.99,2023-01-10,2026-02-07,Card
U124651,21,Male,South Africa,Africa,Premium,17.99,2023-01-28,2026-02-07,Card
U124652,21,Male,France,Europe,Premium,17.99,2024-05-29,2026-02-07,Card
U124653,50,Female,South Africa,Africa,Premium,17.99,2023-05-31,2024-03-23 00:00:00,Card
U124654,21,Female,France,Europe,Standard,13.99,2023-02-19,2026-02-07,Bank Transfer
U124655,21,Male,UK,Europe,Basic,8.99,2024-02-11,2025-08-22 00:00:00,Bank Transfer
U124656,30,Male,USA,North America,Basic,8.99,2023-03-15,2026-02-07,Wallet
U124657,40,Female,India,Asia,Premium,17.99,2022-02-25,2026-02-07,Wallet
U124658,17,Female,France,Europe,Basic,8.99,2022-01-24,2022-11-24 00:00:00,Bank Transfer
U124659,30,Male,India,Asia,Premium,17.99,2023-12-05,2026-02-07,Card
U124660,21,Male,Germany,Europe,Basic,8.99,2022-04-08,2023-10-02 00:00:00,Card
U124661,17,Female,Canada,North America,Standard,13.99,2024-05-29,2026-02-07,Wallet
U124662,40,Female,South Africa,Africa,Standard,13.99,2023-12-04,2026-02-07,Card
U124663,60,Female,India,Asia,Standard,13.99,2023-03-13,2026-02-07,Wallet
U124664,40,Female,Brazil,South America,Basic,8.99,2022-08-29,2026-02-07,Bank Transfer
U124665,40,Female,Canada,North America,Premium,17.99,2023-01-20,2026-02-07,Card
U124666,40,Male,UK,Europe,Standard,13.99,2022-09-19,2026-02-07,Card
U124667,17,Male,France,Europe,Premium,17.99,2024-03-08,2026-02-07,Bank Transfer
U124668,50,Male,Canada,North America,Standard,13.99,2022-03-07,2026-02-07,Bank Transfer
U124669,21,Male,India,Asia,Basic,8.99,2023-05-30,2023-11-24 00:00:00,Bank Transfer
U124670,21,Female,Germany,Europe,Standard,13.99,2022-08-25,2026-02-07,Wallet
U124671,30,Male,India,Asia,Standard,13.99,2023-08-24,2026-02-07,Card
U124672,30,Female,Canada,North America,Basic,8.99,2022-09-22,2026-02-07,Bank Transfer
U124673,50,Female,Japan,Asia,Standard,13.99,2024-03-21,2025-09-14 00:00:00,Wallet
U124674,40,Female,South Africa,Africa,Premium,17.99,2023-05-25,2024-09-27 00:00:00,Card
U124675,60,Male,France,Europe,Standard,13.99,2023-11-06,2024-09-30 00:00:00,Bank Transfer
U124676,30,Female,India,Asia,Basic,8.99,2023-05-15,2026-02-07,Bank Transfer
U124677,40,Male,Nigeria,Africa,Premium,17.99,2022-08-06,2026-02-07,Bank Transfer
U124678,40,Female,South Africa,Africa,Premium,17.99,2023-07-10,2026-02-07,Bank Transfer
U124679,50,Female,Brazil,South America,Basic,8.99,2023-01-03,2026-02-07,Wallet
U124680,50,Female,South Africa,Africa,Premium,17.99,2022-04-12,2026-02-07,Wallet
U124681,50,Male,Canada,North America,Basic,8.99,2023-08-05,2026-02-07,Card
U124682,60,Male,UK,Europe,Standard,13.99,2023-05-28,2026-02-07,Wallet
U124683,50,Male,Nigeria,Africa,Premium,17.99,2023-10-04,2026-02-07,Card
U124684,50,Female,Nigeria,Africa,Standard,13.99,2023-06-05,2026-02-07,Card
U124685,40,Male,UK,Europe,Basic,8.99,2024-04-06,2025-09-23 00:00:00,Card
U124686,17,Female,Germany,Europe,Basic,8.99,2024-05-17,2026-02-07,Card
U124687,50,Female,Germany,Europe,Basic,8.99,2022-02-25,2026-02-07,Card
U124688,30,Male,Brazil,South America,Standard,13.99,2022-12-28,2026-02-07,Bank Transfer
U124689,60,Male,Japan,Asia,Basic,8.99,2022-12-05,2026-02-07,Card
U124690,50,Male,Germany,Europe,Premium,17.99,2022-05-03,2026-02-07,Wallet
U124691,21,Female,France,Europe,Standard,13.99,2024-01-23,2024-09-08 00:00:00,Card
U124692,60,Female,South Africa,Africa,Standard,13.99,2022-01-17,2026-02-07,Wallet
U124693,50,Female,Canada,North America,Premium,17.99,2022-09-23,2026-02-07,Wallet
U124694,40,Female,USA,North America,Standard,13.99,2023-09-13,2026-02-07,Card
U124695,60,Male,Canada,North America,Premium,17.99,2022-01-17,2026-02-07,Wallet
U124696,60,Male,Brazil,South America,Premium,17.99,2023-09-27,2024-06-08 00:00:00,Wallet
U124697,50,Female,Brazil,South America,Basic,8.99,2023-09-20,2026-02-07,Bank Transfer
U124698,17,Female,France,Europe,Premium,17.99,2024-04-05,2026-02-07,Bank Transfer
U124699,40,Male,Canada,North America,Basic,8.99,2024-06-06,2026-02-07,Wallet
U124700,50,Male,Brazil,South America,Basic,8.99,2022-07-10,2023-07-19 00:00:00,Card
U124701,30,Male,Germany,Europe,Basic,8.99,2022-06-06,2026-02-07,Bank Transfer
U124702,40,Female,USA,North America,Premium,17.99,2023-08-05,2026-02-07,Card
U124703,17,Female,India,Asia,Basic,8.99,2023-06-23,2026-02-07,Bank Transfer
U124704,60,Male,France,Europe,Premium,17.99,2023-07-24,2026-02-07,Wallet
U124705,21,Male,Germany,Europe,Standard,13.99,2023-07-06,2026-02-07,Card
U124706,40,Female,Germany,Europe,Standard,13.99,2023-08-06,2026-02-07,Bank Transfer
U124707,60,Male,Canada,North America,Basic,8.99,2023-09-11,2024-04-03 00:00:00,Card
U124708,30,Male,Japan,Asia,Basic,8.99,2023-03-10,2026-02-07,Wallet
U124709,60,Female,India,Asia,Premium,17.99,2022-01-06,2026-02-07,Wallet
U124710,60,Female,India,Asia,Basic,8.99,2024-06-18,2026-02-07,Card
U124711,17,Male,UK,Europe,Standard,13.99,2022-11-09,2023-05-08 00:00:00,Wallet
U124712,30,Female,Nigeria,Africa,Premium,17.99,2022-05-10,2026-02-07,Card
U124713,60,Female,India,Asia,Premium,17.99,2024-05-12,2026-02-07,Card
U124714,17,Female,South Africa,Africa,Premium,17.99,2023-08-08,2026-02-07,Bank Transfer
U124715,50,Male,Canada,North America,Standard,13.99,2022-10-17,2026-02-07,Wallet
U124716,21,Male,Japan,Asia,Premium,17.99,2024-05-09,2026-02-07,Wallet
U124717,40,Female,USA,North America,Basic,8.99,2024-02-01,2025-04-16 00:00:00,Bank Transfer
U124718,30,Female,South Africa,Africa,Premium,17.99,2023-12-04,2026-02-07,Wallet
U124719,50,Male,Canada,North America,Premium,17.99,2024-04-19,2026-02-07,Wallet
U124720,60,Female,Canada,North America,Premium,17.99,2023-06-07,2026-02-07,Wallet
U124721,21,Female,Germany,Europe,Standard,13.99,2022-12-13,2023-03-24 00:00:00,Bank Transfer
U124722,50,Female,South Africa,Africa,Basic,8.99,2022-07-10,2026-02-07,Bank Transfer
U124723,30,Male,Japan,Asia,Standard,13.99,2022-09-06,2026-02-07,Wallet
U124724,21,Female,USA,North America,Standard,13.99,2023-01-13,2026-02-07,Card
U124725,30,Female,Japan,Asia,Basic,8.99,2023-02-12,2024-02-16 00:00:00,Card
U124726,21,Female,UK,Europe,Standard,13.99,2024-04-23,2026-02-07,Wallet
U124727,21,Female,Brazil,South America,Basic,8.99,2024-05-02,2026-02-07,Card
U124728,40,Male,Brazil,South America,Standard,13.99,2022-09-30,2026-02-07,Card
U124729,50,Male,India,Asia,Premium,17.99,2022-01-26,2026-02-07,Card
U124730,60,Male,UK,Europe,Standard,13.99,2024-06-09,2026-02-07,Bank Transfer
U124731,21,Female,France,Europe,Basic,8.99,2023-09-09,2024-05-29 00:00:00,Card
U124732,17,Male,Japan,Asia,Standard,13.99,2022-05-01,2026-02-07,Bank Transfer
U124733,60,Male,Canada,North America,Basic,8.99,2022-11-08,2026-02-07,Bank Transfer
U124734,21,Male,Germany,Europe,Standard,13.99,2022-04-04,2026-02-07,Wallet
U124735,40,Female,Japan,Asia,Basic,8.99,2024-03-08,2026-02-07,Card
U124736,60,Female,UK,Europe,Basic,8.99,2022-08-11,2026-02-07,Card
U124737,40,Female,France,Europe,Premium,17.99,2022-03-22,2026-02-07,Wallet
U124738,50,Male,USA,North America,Premium,17.99,2023-10-18,2026-02-07,Bank Transfer
U124739,50,Female,Germany,Europe,Basic,8.99,2022-12-02,2026-02-07,Card
U124740,60,Male,France,Europe,Basic,8.99,2022-09-07,2023-11-02 00:00:00,Wallet
U124741,40,Female,UK,Europe,Basic,8.99,2023-06-18,2026-02-07,Wallet
U124742,60,Female,Japan,Asia,Basic,8.99,2022-12-10,2023-03-13 00:00:00,Bank Transfer
U124743,30,Male,Germany,Europe,Basic,8.99,2022-01-08,2026-02-07,Card
U124744,17,Female,Nigeria,Africa,Standard,13.99,2022-05-23,2026-02-07,Wallet
U124745,21,Female,Canada,North America,Premium,17.99,2023-08-09,2026-02-07,Card
U124746,50,Male,Nigeria,Africa,Basic,8.99,2024-06-03,2025-12-02 00:00:00,Wallet
U124747,30,Male,Japan,Asia,Premium,17.99,2022-08-16,2026-02-07,Wallet
U124748,60,Male,Canada,North America,Basic,8.99,2024-03-10,2026-02-07,Wallet
U124749,30,Male,Brazil,South America,Premium,17.99,2023-11-11,2026-02-07,Card
U124750,30,Male,Japan,Asia,Standard,13.99,2022-09-18,2026-02-07,Card
U124751,60,Female,Brazil,South America,Standard,13.99,2022-03-03,2026-02-07,Card
U124752,30,Female,Nigeria,Africa,Basic,8.99,2022-12-16,2023-08-28 00:00:00,Wallet
U124753,21,Female,Germany,Europe,Basic,8.99,2022-03-22,2026-02-07,Wallet
U124754,50,Male,Japan,Asia,Standard,13.99,2023-09-12,2024-05-25 00:00:00,Card
U124755,40,Female,USA,North America,Standard,13.99,2023-09-22,2026-02-07,Card
U124756,17,Female,UK,Europe,Premium,17.99,2022-01-03,2026-02-07,Card
U124757,17,Female,Canada,North America,Standard,13.99,2023-02-15,2026-02-07,Bank Transfer
U124758,21,Female,India,Asia,Premium,17.99,2023-07-12,2026-02-07,Wallet
U124759,30,Male,Brazil,South America,Basic,8.99,2024-03-21,2026-02-07,Wallet
U124760,21,Female,Germany,Europe,Standard,13.99,2023-03-13,2026-02-07,Card
U124761,60,Male,France,Europe,Premium,17.99,2022-01-02,2026-02-07,Card
U124762,50,Female,Brazil,South America,Standard,13.99,2024-02-14,2026-02-07,Bank Transfer
U124763,21,Female,France,Europe,Premium,17.99,2023-03-01,2026-02-07,Card
U124764,21,Male,USA,North America,Basic,8.99,2023-08-02,2026-02-07,Wallet
U124765,50,Female,India,Asia,Basic,8.99,2024-04-30,2026-02-07,Wallet
U124766,60,Male,Canada,North America,Basic,8.99,2022-04-27,2023-10-22 00:00:00,Card
U124767,40,Male,France,Europe,Standard,13.99,2023-06-10,2026-02-07,Card
U124768,40,Male,Brazil,South America,Standard,13.99,2022-06-11,2026-02-07,Bank Transfer
U124769,60,Female,Nigeria,Africa,Basic,8.99,2022-06-28,2022-12-30 00:00:00,Wallet
U124770,17,Female,South Africa,Africa,Standard,13.99,2022-07-17,2026-02-07,Bank Transfer
U124771,50,Female,Canada,North America,Premium,17.99,2022-01-15,2026-02-07,Wallet
U124772,30,Male,France,Europe,Basic,8.99,2023-06-27,2026-02-07,Card
U124773,60,Female,UK,Europe,Basic,8.99,2022-11-06,2026-02-07,Wallet
U124774,30,Male,South Africa,Africa,Standard,13.99,2023-02-26,2026-02-07,Card
U124775,40,Male,Nigeria,Africa,Premium,17.99,2023-02-25,2026-02-07,Card
U124776,30,Male,South Africa,Africa,Basic,8.99,2023-04-05,2024-09-25 00:00:00,Wallet
U124777,21,Female,India,Asia,Premium,17.99,2023-06-30,2026-02-07,Card
U124778,50,Female,Germany,Europe,Premium,17.99,2024-02-22,2026-02-07,Card
U124779,21,Male,USA,North America,Standard,13.99,2023-06-28,2026-02-07,Card
U124780,17,Female,Canada,North America,Basic,8.99,2023-06-06,2026-02-07,Bank Transfer
U124781,21,Female,UK,Europe,Premium,17.99,2023-06-24,2026-02-07,Card
U124782,50,Male,UK,Europe,Premium,17.99,2023-07-10,2026-02-07,Bank Transfer
U124783,30,Male,USA,North America,Basic,8.99,2022-07-15,2026-02-07,Wallet
U124784,30,Male,Brazil,South America,Standard,13.99,2023-08-30,2026-02-07,Bank Transfer
U124785,30,Male,Canada,North America,Standard,13.99,2022-11-05,2026-02-07,Bank Transfer
U124786,40,Male,UK,Europe,Basic,8.99,2022-01-08,2026-02-07,Card
U124787,50,Male,Nigeria,Africa,Basic,8.99,2023-12-10,2026-02-07,Wallet
U124788,17,Male,Germany,Europe,Basic,8.99,2024-03-27,2026-02-07,Card
U124789,60,Male,Germany,Europe,Standard,13.99,2022-08-20,2023-02-18 00:00:00,Wallet
U124790,21,Male,India,Asia,Basic,8.99,2023-07-09,2024-01-19 00:00:00,Card
U124791,40,Male,Germany,Europe,Standard,13.99,2022-05-18,2026-02-07,Bank Transfer
U124792,40,Female,USA,North America,Basic,8.99,2022-05-28,2026-02-07,Bank Transfer
U124793,50,Male,USA,North America,Basic,8.99,2023-02-05,2026-02-07,Card
U124794,60,Male,Germany,Europe,Premium,17.99,2022-09-07,2026-02-07,Card
U124795,17,Female,Japan,Asia,Standard,13.99,2023-08-06,2026-02-07,Card
U124796,50,Female,Germany,Europe,Basic,8.99,2023-09-01,2026-02-07,Wallet
U124797,40,Female,Nigeria,Africa,Basic,8.99,2023-04-14,2026-02-07,Bank Transfer
U124798,40,Male,Germany,Europe,Basic,8.99,2023-12-08,2026-02-07,Wallet
U124799,60,Male,South Africa,Africa,Basic,8.99,2023-12-10,2026-02-07,Wallet
U124800,60,Male,UK,Europe,Standard,13.99,2023-08-25,2026-02-07,Wallet
U124801,17,Male,Nigeria,Africa,Premium,17.99,2023-06-28,2026-02-07,Wallet
U124802,21,Female,Canada,North America,Basic,8.99,2022-02-27,2026-02-07,Bank Transfer
U124803,60,Male,Brazil,South America,Basic,8.99,2022-01-06,2026-02-07,Wallet
U124804,40,Male,Nigeria,Africa,Basic,8.99,2023-11-04,2026-02-07,Card
U124805,40,Male,Canada,North America,Premium,17.99,2023-04-27,2026-02-07,Wallet
U124806,17,Male,Germany,Europe,Basic,8.99,2022-04-01,2026-02-07,Wallet
U124807,60,Male,South Africa,Africa,Standard,13.99,2023-08-22,2026-02-07,Bank Transfer
U124808,40,Female,Nigeria,Africa,Basic,8.99,2022-01-19,2026-02-07,Wallet
U124809,40,Female,France,Europe,Basic,8.99,2022-01-30,2023-03-31 00:00:00,Card
U124810,17,Male,France,Europe,Basic,8.99,2023-07-27,2026-02-07,Wallet
U124811,50,Female,USA,North America,Premium,17.99,2023-05-24,2026-02-07,Wallet
U124812,40,Male,India,Asia,Standard,13.99,2024-04-04,2026-02-07,Bank Transfer
U124813,50,Female,Nigeria,Africa,Basic,8.99,2022-09-15,2024-02-04 00:00:00,Card
U124814,21,Male,Nigeria,Africa,Standard,13.99,2022-01-27,2026-02-07,Wallet
U124815,60,Male,South Africa,Africa,Standard,13.99,2022-10-12,2026-02-07,Wallet
U124816,30,Male,Canada,North America,Premium,17.99,2023-12-05,2026-02-07,Bank Transfer
U124817,17,Male,India,Asia,Premium,17.99,2022-06-12,2026-02-07,Card
U124818,30,Male,Japan,Asia,Standard,13.99,2023-11-17,2026-02-07,Card
U124819,17,Female,Japan,Asia,Premium,17.99,2023-12-22,2025-06-22 00:00:00,Bank Transfer
U124820,17,Male,Brazil,South America,Standard,13.99,2024-04-07,2024-10-15 00:00:00,Bank Transfer
U124821,60,Female,Canada,North America,Basic,8.99,2023-09-05,2024-03-23 00:00:00,Wallet
U124822,50,Female,France,Europe,Premium,17.99,2022-10-28,2026-02-07,Bank Transfer
U124823,21,Female,UK,Europe,Standard,13.99,2023-02-03,2024-01-22 00:00:00,Card
U124824,60,Male,Nigeria,Africa,Premium,17.99,2023-11-18,2026-02-07,Card
U124825,50,Male,Canada,North America,Standard,13.99,2023-08-23,2026-02-07,Card
U124826,17,Male,Nigeria,Africa,Standard,13.99,2022-02-28,2026-02-07,Wallet
U124827,30,Male,USA,North America,Basic,8.99,2023-01-20,2026-02-07,Bank Transfer
U124828,50,Male,UK,Europe,Basic,8.99,2022-09-16,2023-02-19 00:00:00,Card
U124829,50,Male,South Africa,Africa,Basic,8.99,2023-03-10,2026-02-07,Bank Transfer
U124830,21,Female,South Africa,Africa,Premium,17.99,2023-03-14,2026-02-07,Wallet
U124831,40,Male,Japan,Asia,Basic,8.99,2022-11-18,2024-03-21 00:00:00,Card
U124832,60,Female,France,Europe,Standard,13.99,2023-05-25,2026-02-07,Card
U124833,40,Male,USA,North America,Standard,13.99,2023-02-03,2026-02-07,Bank Transfer
U124834,50,Male,India,Asia,Standard,13.99,2022-03-27,2026-02-07,Card
